aaiershibingbian,阿埃二氏病变
zaikaertongshu,在卡儿童数
zaikangjunshi,在抗菌时
zaileihuahewu,甾类化合物
zailinamoxilingantangjiang,再林阿莫西林干糖浆
zailiuanjisuandaixiewenluan,载硫氨基酸代谢紊乱
zaipoufutanchashu,再剖腹探查术
zairenguangdu,再认广度
zairentigong,在人体躬
zairenyuxian,再认阈限
zaishezhilikeyiqudiao,在设置里可以去掉
zaishengbuliangxingpinxue,再生不良性贫血
zaishengqituofa,再生期脱发
zaishengyuanzhui,再生圆锥
zaishengzhangaixingpinxue,再生障碍性贫血
zaishengzhizhu,再生植株
zaitifuhewu,载体复合物
zaitijisu,甾体激素
zaititeyixing,载体特异性
zaitiwudu,载体无毒
zaitixiaoying,载体效应
zaixianfengxian,再现风险
zaixianqingxi,在线清洗
zaixianqingxichengxu,在线清洗程序
zaixunhuanlinbaxibaoku,再循环淋巴细胞库
zaiyaoliang,载药量
zaizaoshengxue,再造生血
zaizaoshengxuepian,再造生血片
zaizaoshengxuepianbomoyi,再造生血片薄膜衣
zaizaoshengxuepiantangyi,再造生血片糖衣
zaizaosiwei,再造思维
zaizaoxiangxiang,再造想象
zaizhangshengxuepian,再障生血片
zaizhidanbai,栽脂蛋白
zaizhidanbai,载脂蛋白
zaizhidanbaicedingshijihe,载脂蛋白测定试剂盒
zaizhidanbaijiyinfenxing,载脂蛋白基因分型
zaizhidanbaishijihe,载脂蛋白试剂盒
zaizhizhitibingfazheng,再植肢体并发症
zaizhizhitiqiechushu,再植肢体切除术
zanfengbuyatiao,暂封补牙条
zanfengcailiao,暂封材料
zanhualurongwan,赞化鹿茸丸
zannuoxin,赞诺欣
zanshichongtian,暂时充填
zanshidianfen,暂时淀粉
zanshishiyizhe,暂时失忆者
zanshiweiniao,暂时萎茑
zanshixinghuichangzaokoushu,暂时性回肠造口术
zanshixinghuoyiguoxingyangzhen,暂时性或一过性痒疹
zanshixingjicengsongjiexingpibing,暂时性棘层松解性皮病
zanshixingjiechangzaokoushu,暂时性结肠造口术
zanshixingnaoquexie,暂时性脑缺血
zanshixingweizaokoushu,暂时性胃造口术
zanshixingxueguanshusuobing,暂时性血管舒缩病
zanshixingyichi,暂时性义齿
zanyudan,赞育丹
zanzhuertong,暂住儿童
zangfubianzheng,脏腑辨证
zangfubingzheng,脏腑并证
zangfufenduan,脏腑分段
zangfuxulengzheng,脏腑虚冷证
zangfuxueshuo,脏腑学说
zangfuyoupiansheng,脏腑有偏盛
zangfuzhenghou,脏腑证候
zangqidongtaisaomiao,脏器动态扫描
zangqiduancengxianxiang,脏器断层显像
zangqihuijielitichengxiang,脏器灰阶立体成像
zangqijingtaisaomiao,脏器静态扫描
zangqishengxuezaoying,脏器声学造影
zangqinge,臧庆娥
zangqingguochongji,藏青果冲剂
zangqingguohoupian,藏青果喉片
zangqingguokeli,藏青果颗粒
zangwanglubianjiaonang,藏王鹿鞭胶囊
zangxiangxueshuo,脏象学说
zangxiongmo,脏胸膜
zaocananshen,枣参安神
zaocananshenjiaonang,枣参安神胶囊
zaocanheji,枣参合剂
zaocankoufuye,枣参口服液
zaochanerhuobingerhuli,早产儿或病儿护理
zaochanerpinxue,早产儿贫血
zaochendanjiliangfa,早晨单剂量法
zaocijian,皂刺尖
zaodandanbaiti,藻胆蛋白体
zaodansesudanbai,藻胆色素蛋白
zaofajuejing,早发绝经
zaofaxinglinbashuizhong,早发型淋巴水肿
zaoganpeiji,皂苷配基
zaoganqingqiaozheng,燥干清窍证
zaohongdanbai,藻红蛋白
zaojiaoci,皂角刺
zaokuangfanying,躁狂反应
zaokuangxingfenlieqingganxingzhangai,躁狂型分裂情感性障碍
zaokuangxingjingshenbing,躁狂型精神病
zaokuangyiyuxingjingshenbing,躁狂抑郁性精神病
zaolandanbai,藻蓝蛋白
zaolaosu,早老素
zaolaoxingchidai,早老性痴呆
zaolaoxingguozaoshuailao,早老性过早衰老
zaolaoxingtuofa,早老性脱发
zaoleidingxingsu,藻类定性素
zaolouhuli,造瘘护理
zaoloukoudai,造瘘口袋
zaoqifaxian,早期发现
zaoqihuahuozheng,燥气化火证
zaoqijinrunai,早期浸润癌
zaoqimeidu,早期梅毒
zaoqirengongliuchan,早期人工流产
zaoqirenshenchuxie,早期妊娠出血
zaoqirenshenhebingrongai,早期妊娠合并绒癌
zaoqishibie,早期识别
zaoqiweiai,早期胃癌
zaoqixiantianxingmeiduxingbiyan,早期先天性梅毒性鼻炎
zaoqixiantianxingmeiduxingfeiyan,早期先天性梅毒性肺炎
zaoqixiantianxingmeiduxinghouyan,早期先天性梅毒性喉炎
zaoqixiantianxingmeiduxingyanbing,早期先天性梅毒性眼病
zaoqixiantianxingmeiduxingyanyan,早期先天性梅毒性咽炎
zaoqixiufu,早期修复
zaoqixuanzemoxing,早期选择模型
zaoqiyasipisun,早期雅司皮损
zaoqizhenduan,早期诊断
zaoreshangfeizheng,燥热伤肺证
zaoreshangjinzheng,燥热伤津证
zaorewaifanzheng,燥热外犯证
zaorenanshen,枣仁安神
zaorenanshenjiaonang,枣仁安神胶囊
zaorenanshenkeli,枣仁安神颗粒
zaorenanshenkoufuye,枣仁安神口服液
zaorenanshenye,枣仁安神液
zaoshangfeiweizheng,燥伤肺卫证
zaoshangfeiyin,燥伤肺阴
zaoshangzhenyinzheng,燥伤真阴证
zaoshenanshenkoufuye,枣椹安神口服液
zaoshengxiaoying,噪声效应
zaoshihuatan,燥湿化痰
zaoshiyunpi,燥湿运脾
zaoshiyunpichuzhangman,燥湿运脾除胀满
zaoshuhuifa,早熟灰发
zaoshuxingjugaozheng,早熟性巨睾症
zaoshuxingpizhixianzengsheng,早熟性皮脂腺增生
zaoshuxingshiwangmobing,早熟性视网膜病
zaosuanshuangzhina,藻酸双脂钠
zaosuanshuangzhina,藻酸双酯钠
zaosuanshuangzhinalvhuana,藻酸双酯钠氯化钠
zaosuanshuangzhinapian,藻酸双脂钠片
zaosuanshuangzhinapian,藻酸双酯钠片
zaosuanshuangzhinapiantangyi,藻酸双酯钠片糖衣
zaosuanshuangzhinazhusheye,藻酸双脂钠注射液
zaosuanshuangzhinazhusheye,藻酸双酯钠注射液
zaosuanyanjiaobanji,藻酸盐搅拌机
zaosuanyanyinmocai,藻酸盐印模材
zaosuanyanyinmucailiao,藻酸盐印模材料
zaotangdiaofuyipishen,枣汤调服益脾神
zaotongshu,造瞳术
zaoxiefanfeizheng,燥邪犯肺证
zaoxieshangfeizheng,燥邪伤肺证
zaoxieshangyinzheng,燥邪伤阴证
zaoxingpifufayubuquan,灶性皮肤发育不全
zaoxueganxibao,造血干细胞
zaoxueganxibaojishu,造血干细胞计数
zaoxuegongnengtingzhi,造血功能停滞
zaoxuejilinbaxitongshoushu,造血及淋巴系统手术
zaoxuekelongcijiyinzi,造血克隆刺激因子
zaoxueqiguanjibing,造血器官疾病
zaoxueshengzhangyinzi,造血生长因子
zaoxuexitong,造血系统
zaoxuezuxibao,造血祖细胞
zaoyinxinglong,噪音性聋
zaoyingchanqifen,造影产气粉
zaoyingdaoguan,造影导管
zaoyingdaosi,造影导丝
zaoyingguanguijiao,造影管硅胶
zaoyingjizhentong,造影剂针筒
zaoyingjizhongdu,造影剂中毒
zaoyinglianjieguan,造影连接管
zaoyouxibao,造釉细胞
zaoyouxibaoai,造釉细胞癌
zaoyouxibaoliu,造釉细胞瘤
zaoyouxibaorouliu,造釉细胞肉瘤
zaoyouxibaoxianweiliu,造釉细胞纤维瘤
zaoyouxibaoxianweirouliu,造釉细胞纤维肉瘤
zaoyouxibaoxianweiyaliu,造釉细胞纤维牙瘤
zaoyouxibaoyaliu,造釉细胞牙瘤
zaoyouxibaoyarouliu,造釉细胞牙肉瘤
zaoyunrengongliuchan,早孕人工流产
zaozaoyunjianceshizhi,早早孕检测试纸
zaozaoyunjiancetiao,早早孕检测条
zaozhuangqieya,凿状切牙
zeangtoudaimian,则昂头戴面
zeeryongzhi,则而用之
zefeizhusheye,泽菲注射液
zeguilongshuang,泽桂癃爽
zeguilongshuangjiaonang,泽桂癃爽胶囊
zeguilongshuangpian,泽桂癃爽片
zejuyangyixizhifangchunmi,泽聚氧乙烯脂肪醇醚
zemolinhuan,泽默林环
zerenguiyin,责任归因
zerenkuosan,责任扩散
zesitemaoaofuzhuoti,泽斯特锚凹附着体
zetaxiye,泽它洗液
zexiebaizhuyuerling,泽泻白术与二苓
zexiezhengbinghuwanfu,泽泻蒸饼糊丸服
zengbaisanrenmin,增白散人民
zengjiafuya,增加腹压
zengjiajiaguzhuangzhi,增加加固装置
zengjiapeiyangji,增加培养基
zengjiayaowuwendingxing,增加药物稳定性
zengjiazhuzaojituo,增加铸造基托
zengjunpeiyang,增菌培养
zengkangningpian,增抗宁片
zengkangningpianbomoyi,增抗宁片薄膜衣
zengkangningpiantangyi,增抗宁片糖衣
zengliqiaoji,增力桥基
zenglizaisheng,增力再生
zenglizaishengwan,增力再生丸
zenglizaishengwanxiaomiwan,增力再生丸小蜜丸
zengqianghuojianruoxinzhuoyin,增强或减弱心浊音
zengqiangxingxinjiaotong,增强型心绞痛
zengqiangzhikang,增强支抗
zengqiangzidanyuan,增强子单元
zengrongji,增溶剂
zengrongnengli,增溶能力
zengrukoufuye,增乳口服液
zengshengpingpian,增生平片
zengshengpingpiantangyi,增生平片糖衣
zengshengxingbanhen,增生性瘢痕
zengshengxingbolitishiwangmobing,增生性玻璃体视网膜病
zengshengxingbulunnaliu,增生性布伦纳瘤
zengshengxingdannangyan,增生性胆囊炎
zengshengxingmaofanangzhong,增生性毛发囊肿
zengshengxingmaogenqiaoliu,增生性毛根鞘瘤
zengshengxingmaonangnangzhong,增生性毛囊囊肿
zengshengxingnongpibing,增生性脓皮病
zengshengxingpiyan,增生性皮炎
zengshengxingtianpaochuang,增生型天疱疮
zengshengxingwaimaogenqiaoliu,增生性外毛根鞘瘤
zengshengxingwaimaogenqiaonangzhong,增生性外毛根鞘囊肿
zengshengxingxibaohekangti,增生性细胞核抗体
zengshengxingxirou,增生性息肉
zengshengxingxiabutuihuaqizhongliu,增生性峡部退化期肿瘤
zengshengxingyayinyan,增生性牙龈炎
zengshengxingyinyan,增生性龈炎
zengshibaokoufuye,增视宝口服液
zengshiyizhipian,增视益智片
zengxiaohuihuangmeisu,增效灰黄霉素
zengxiaolianhuangpian,增效联磺片
zengxiaoniuhuanghouzhengjiaonang,增效牛黄喉症胶囊
zengyaquxian,增压曲线
zengyechengqitang,增液承气汤
zengyekeli,增液颗粒
zengyekoufuye,增液口服液
zengyexuanshenyudidong,增液玄参与地冬
zengzhijiannaokoufuye,增智健脑口服液
zengzhiticanyuqiechushu,增殖体残余切除术
zengzhitiguachushu,增殖体刮除术
zengzhitiqiechushu,增殖体切除术
zengzhixianfeida,增殖腺肥大
zengzhixingbolitibingbian,增殖性玻璃体病变
zengzhixinghongban,增殖性红斑
zengzhixinghuanongxingkouyan,增殖性化脓性口炎
zengzhixingliangxingtianpaochuang,增殖性良性天疱疮
zengzhixingmaonangjiaohuabing,增殖性毛囊角化病
zengzhixingmaonangjiaohuabuliangbing,增殖性毛囊角化不良病
zengzhixingnongpibing,增殖性脓皮病
zengzhixingnongxingkouyan,增殖性脓性口炎
zengzhixingpangguangyan,增殖性膀胱炎
zengzhixingpiyan,增殖性皮炎
zengzhixingshenxiaoqiushenyan,增殖性肾小球肾炎
zengzhixingshiwangmobing,增殖性视网膜病
zengzhixingshiwangmoyan,增殖性视网膜炎
zengzhixingxinneimoyan,增殖性心内膜炎
zhachongshisanwei,扎冲十三味
zhachongshisanweiwan,扎冲十三味丸
zhachongshisanweiwanshuiwan,扎冲十三味丸水丸
zhalaipulong,扎来普隆
zhalaipulong,扎莱普隆
zhalaipulongfensanpian,扎来普隆分散片
zhalaipulongjiaonang,扎来普隆胶囊
zhalaipulongjiaonang,扎莱普隆胶囊
zhalaipulongpian,扎来普隆片
zhalaipulongpianbomoyi,扎来普隆片薄膜衣
zhalusite,扎鲁司特
zhalusitepianbomoyi,扎鲁司特片薄膜衣
zhamaijianpikeli,楂麦健脾颗粒
zhamenkongzhililun,闸门控制理论
zhamingtiaozhikeli,楂明调脂颗粒
zhamoteluo,扎莫特罗
zhanamiwei,扎那米韦
zhapeishizonghezheng,扎佩氏综合征
zhapusite,扎普司特
zhaqupingwei,楂曲平胃
zhaqupingweikoufuye,楂曲平胃口服液
zhayandonghexianxianghuozonghezheng,眨眼动颌现象或综合症
zhayanfanshe,眨眼反射
zhaifufenbuzhiwu,窄幅分布植物
zhaipangzacao,宅旁杂草
zhaiyedaji,窄叶大戟
zhandoupilao,战斗疲劳
zhangufenbolitiaoban,粘固粉玻璃调板
zhangufenchongtianqi,粘固粉充填器
zhangufentiaodao,粘固粉调刀
zhanhaokouyan,战壕口炎
zhanjiangchanchu,湛江蟾蜍
zhanjiangchanchugao,湛江蟾蜍膏
zhanjiangsheyao,湛江蛇药
zhanjiaofensanxing,粘胶分散型
zhanjiaoshigao,粘胶石膏
zhanjiaoshigaobengdai,粘胶石膏绷带
zhanjinhuoxue,展筋活血
zhanjinhuoxuesan,展筋活血散
zhanlianfenzi,粘连分子
zhanlianwuzhi,粘连物质
zhanlianxingbanhen,粘连性瘢痕
zhanlianxingfumoyan,粘连性腹膜炎
zhanlianxingjijianyan,粘连性肌腱炎
zhanlianxingjianguanjienangyan,粘连性肩关节囊炎
zhanlianxingjianqiaoyan,粘连性腱鞘炎
zhanlianxingjianzhouyan,粘连性肩周炎
zhanlianxingjiaomoyan,粘连性角膜炎
zhanlianxingxinbaoyan,粘连性心包炎
zhanlianxingzhongeryan,粘连性中耳炎
zhanmaocuique,展毛翠雀
zhannasilv,詹纳斯绿
zhannuotuokeluosidi,詹诺托克罗斯蒂
zhanshangwaikexue,战伤外科学
zhanshenjinghe,展神经核
zhanshixinlixue,战士心理学
zhantiejiyiwaizhongdu,粘贴剂意外中毒
zhantieshoushujin,粘贴手术巾
zhanzhizhujibing,粘脂贮积病
zhanzhizhujizheng,粘脂贮积症
zhangbanchuangshangxingpolie,掌板创伤性破裂
zhangcanduanxiuzhengshu,掌残端修整术
zhangcerendai,掌侧韧带
zhangchangjiqiequshu,掌长肌切取术
zhangdaninghuichunruyijiaonang,张大宁回春如意胶囊
zhangdaningjingangjiaonang,张大宁精昂胶囊
zhangdianhejilongyanshier,樟颠合剂龙岩市二
zhangdianhejixiamenshiyi,樟颠合剂厦门市一
zhanggongdongmaixueguanyizhishu,掌弓动脉血管移植术
zhanggubufenqiechushu,掌骨部分切除术
zhangguduofaxingguzhe,掌骨多发性骨折
zhanggugangban,掌骨钢板
zhangguguzhe,掌骨骨折
zhanggujianguanjie,掌骨间关节
zhanggujiegujiaoxingshu,掌骨截骨矫形术
zhanggujiehe,掌骨结核
zhanggukaifangxingguzhe,掌骨开放性骨折
zhangguliangxingzhongliu,掌骨良性肿瘤
zhangguruanguliuguachushu,掌骨软骨瘤刮除术
zhangguzhiguguzhe,掌骨指骨骨折
zhangguzhongliuguachushu,掌骨肿瘤刮除术
zhangguzhongliujubuqiechushu,掌骨肿瘤局部切除术
zhangguangyufaji,章光育发剂
zhanghuangmifen,樟磺咪芬
zhangjiweiheisemomeijunbing,掌肌微黑色膜霉菌病
zhangjianmoluansuo,掌腱膜挛缩
zhangjianmoqiechushu,掌腱膜切除术
zhangjianmoqiekaishu,掌腱膜切开术
zhangjianxiqiekaiyinliushu,掌间隙切开引流术
zhangjinmoluansuoqiechushu,掌筋膜挛缩切除术
zhangjinmoluansuozheng,掌筋膜挛缩症
zhangjinmoxianweiliubing,掌筋膜纤维瘤病
zhanglijiantui,张力减退
zhanglikangjin,张力亢进
zhanglimiaojiqi,张力描记器
zhanglisi,张力丝
zhanglixingniaoshijin,张力性尿失禁
zhanglixingqixiong,张力性气胸
zhangliyuanxianwei,张力原纤维
zhanglizhangai,张力障碍
zhangliujianpian,樟柳碱片
zhangliujianzhusheye,樟柳碱注射液
zhangliuluxijishengpi,樟硫炉洗剂省皮
zhangluansuobingqiechushu,掌挛缩病切除术
zhangmiaoxiangfu,账苗相符
zhangmuzhiwofa,掌拇指握法
zhangnaobenfen,樟脑苯酚
zhangnaobenfenrongye,樟脑苯酚溶液
zhangnaoboheliuzhi,樟脑薄荷柳酯
zhangnaoboheliuzhirugao,樟脑薄荷柳酯乳膏
zhangnaochaji,樟脑搽剂
zhangnaochunrongye,樟脑醇溶液
zhangnaofenye,樟脑酚液
zhangnaohuangsuanna,樟脑磺酸钠
zhangnaohuangsuannazhusheye,樟脑磺酸钠注射液
zhangnaojingyou,樟脑精油
zhangnaoliusuanxu,樟脑柳酸醑
zhangnaoruangao,樟脑软膏
zhangnaoshuihelvquan,樟脑水合氯醛
zhangnaoshuihelvquanding,樟脑水合氯醛酊
zhangnaoxulongyanshiyi,樟脑醑龙岩市一
zhangqiandongjingmaigongsunshang,掌浅动静脉弓损伤
zhangqianzhi,掌浅支
zhangrendaichuangshangxingpolie,掌韧带创伤性破裂
zhangruanzuzhibingsunqiechushu,掌软组织病损切除术
zhangshendongjingmaisunshang,掌深动静脉损伤
zhangshenzhi,掌深支
zhangshengzhiguanjieniushang,掌声指关节扭伤
zhangxindongmai,掌心动脉
zhangxingliudong,胀性流动
zhangxingliuti,胀性流体
zhangyacaikugan,獐牙菜苦苷
zhangyanmingjiaonang,障眼明胶囊
zhangyanmingpian,障眼明片
zhangyisan,障翳散
zhangyouyanchi,长幼妍蚩
zhangyuanjiaohuabing,掌缘角化病
zhangzaizhishu,掌再植术
zhangzhibianpingtaixian,掌跖扁平苔藓
zhangzhibosanxingjiaopizheng,掌跖播散性角皮症
zhangzhigugangban,掌跖骨钢板
zhangzhigugangbanbuxiugang,掌跖骨钢板不锈钢
zhangzhigugangbanchuntai,掌跖骨钢板纯钛
zhangzhigugangbantaihejin,掌跖骨钢板钛合金
zhangzhiguanjie,掌指关节
zhangzhiguanjiebantuowei,掌指关节半脱位
zhangzhiguanjiebeiqujixing,掌指关节背屈畸形
zhangzhiguanjiechengxingshu,掌指关节成形术
zhangzhiguanjieliduanshu,掌指关节离断术
zhangzhiguanjieniushang,掌指关节扭伤
zhangzhiguanjierongheshu,掌指关节融合术
zhangzhiguanjietuowei,掌指关节脱位
zhangzhijiaohuabing,掌跖角化病
zhangzhijiaohuabingyichang,掌跖角化病异常
zhangzhijiaohuaguodu,掌跖角化过度
zhangzhijiaohualiujisuikongdongzheng,掌跖角化瘤脊髓空洞症
zhangzhijiaopizheng,掌跖角皮症
zhangzhijiaopizhengbanfashiguanai,掌跖角皮症伴发食管癌
zhangzhijiaopizhengbanfayazhoubing,掌跖角皮症伴发牙周病
zhangzhijiehebingzaoqingchushu,掌指结核病灶清除术
zhangzhinongpaobing,掌跖脓疱病
zhangzhinongpaoxingyinxiebing,掌跖脓疱型银屑病
zhangzhisaoyangbing,掌跖瘙痒病
zhangzhixianweiliubing,掌跖纤维瘤病
zhangzhongjie,掌中芥
zhangzhoushenqu,漳州神曲
zhaojiasedan,爪甲色淡
zhaomingxiaoying,照明效应
zhaoqizhixi,沼气窒息
zhaoshanbaijingaopian,照山白浸膏片
zhaoweijinzhiyu,爪为筋之余
zhaoxingzhixiubushu,爪形趾修补术
zhaoyabenzhi,罩牙本质
zhaoyangjiaonang,朝阳胶囊
zhaoyulongqufengzhitong,兆誉隆祛风止痛
zhaozexingcheng,沼泽形成
zhebeimu,浙贝母
zhediefenghe,折叠缝合
zhediejiaban,折叠夹板
zhefuzhifangliu,蛰伏脂肪瘤
zheguanglvcedingfa,折光率测定法
zhejiangtianyuan,浙江天元
zhejiangweixin,浙江卫信
zhemukeli,柘木颗粒
zhemutangjiang,柘木糖浆
zhequzhuangdiepian,褶曲状碟片
zhesheyichang,折射异常
zheshixingtubian,赭石型突变
zhetanglinsuanhuamei,蔗糖磷酸化酶
zhetangmeiquefa,蔗糖酶缺乏
zhetangmidutidu,蔗糖密度梯度
zhetangrongxueshiyan,蔗糖溶血试验
zhetangshuirongye,蔗糖水溶液
zhetangtidu,蔗糖梯度
zhetangtie,蔗糖铁
zhetangtiezhusheye,蔗糖铁注射液
zhetangyingzhisuanzhi,蔗糖硬脂酸酯
zhetangzhifangsuanzhi,蔗糖脂肪酸酯
zhetongpihaitongpi,浙桐皮海桐皮
zhezhongxinlizhiliao,折衷心理治疗
zhenbaojiedu,珍宝解毒
zhenbaojiedujiaonang,珍宝解毒胶囊
zhenbaowan,珍宝丸
zhenbaowanshuiwan,珍宝丸水丸
zhenbaoyutongbing,振胞瘀痛病
zhenbiaopilianjie,真表皮连接
zhenbunaopengchu,枕部脑膨出
zhenburulu,枕部入路
zhenchananmofa,震颤按摩法
zhenchanmabi,震颤麻痹
zhenchanmabichidai,震颤麻痹痴呆
zhenchuretuizheng,疹出热退证
zhencijiange,针次间隔
zhencimazui,针刺麻醉
zhencimeirong,针刺美容
zhencishiyan,针刺试验
zhencitong,针刺痛
zhenciyundongliaofa,针刺运动疗法
zhendachichuancishu,枕大池穿刺术
zhendakongkuodashu,枕大孔扩大术
zhendashenjing,枕大神经
zhendashenjingtong,枕大神经痛
zhendashenjingyan,枕大神经炎
zhendangpeiyang,振荡培养
zhendangsunshang,振荡损伤
zhendianfenghe,枕垫缝合
zhendongguangpu,振动光谱
zhendongqiepianji,振动切片机
zhendongshiying,振动适应
zhendongxiaoying,振动效应
zhendongxingxunmazhen,震动性荨麻疹
zhendongxingzhiwushenjingyan,振动性植物神经炎
zhendongzhijue,真动知觉
zhenduanbiaozhun,诊断标准
zhenduandaosi,诊断导丝
zhenduanriqi,诊断日期
zhenduanshiji,诊断试剂
zhenduanxingguagong,诊断性刮宫
zhenduanxingguagongshu,诊断性刮宫术
zhenduanxinghuitanhepinggu,诊断性会谈和评估
zhenduanxingxinbaochuancishu,诊断性心包穿刺术
zhenduanxingxiongqiangchuancishu,诊断性胸腔穿刺术
zhenduanxingyangmochuanci,诊断性羊膜穿刺
zhenduanyiju,诊断依据
zhenduanyongyao,诊断用药
zhenejiefu,枕额肌额腹
zhenerfenxi,真耳分析
zhenfaxingfangshixingxindongguosu,阵发性房室性心动过速
zhenfaxingfangxingxindongguosu,阵发性房性心动过速
zhenfaxingheimeng,阵发性黑蒙
zhenfaxingjiaojiexingxindongguosu,阵发性交界性心动过速
zhenfaxingkesou,阵发性咳嗽
zhenfaxingmiantongzonghezheng,阵发性面痛综合症
zhenfaxingshishangxingxindongguosu,阵发性室上性心动过速
zhenfaxingshixingqiwaishousuo,阵发性室性期外收缩
zhenfaxingshixingxindongguosu,阵发性室性心动过速
zhenfaxingxindongguosu,阵发性心动过速
zhenfaxingxinfangpudong,阵发性心房扑动
zhenfaxingxinfangxianchan,阵发性心房纤颤
zhenfaxingxueniao,阵发性血尿
zhenfaxingzhizhifagan,阵发性指趾发绀
zhenfenshulilun,真分数理论
zhenfengkoufuye,珍凤口服液
zhengudakong,枕骨大孔
zhengudakonghouyuanqiechushu,枕骨大孔后缘切除术
zhengudakongnaomoliu,枕骨大孔脑膜瘤
zhengudakongshan,枕骨大孔疝
zhenguguzhe,枕骨骨折
zhenguliangxingzhongliu,枕骨良性肿瘤
zhenguliangxingzhongliuqiechushu,枕骨良性肿瘤切除术
zhengulienaolujixing,枕骨裂脑露畸形
zhenguxiayingjiexingmaonangyan,枕骨下硬结性毛囊炎
zhenguxiepo,枕骨斜坡
zhenhanjiare,真寒假热
zhenhelingpian,珍合灵片
zhenhexibao,真核细胞
zhenhenggou,枕横沟
